name,city,state,tuition_in_state_usd,tuition_out_of_state_usd,avg_net_price_usd,selectivity_tier,acceptance_rate,accepted_per_year,applicants_total,student_body_size,unitid,data_completeness,gpa_average,test_policy,financial_aid_policy,control,major_1,major_2,major_3
Atlantic Technical College,Coconut Creek,FL,9748.0,17062.0,13018.0,Moderately Selective,0.5,,,2672,1000474,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Baptist University of Florida,Graceville,FL,13800.0,13800.0,8829.0,Less Selective,0.6409999999999999,,,248,1000475,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Barry University,Miami,FL,33450.0,33450.0,22978.0,Moderately Selective,0.5907,,,2245,1000476,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Bethune-Cookman University,Daytona Beach,FL,14794.0,14794.0,14892.0,Less Selective,0.9984999999999999,,,2414,1000477,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Lynn University,Boca Raton,FL,42950.0,42950.0,38222.0,Less Selective,0.7395,,,2820,1000478,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Eastern Florida State College,Melbourne,FL,2496.0,9739.0,5939.0,Moderately Selective,0.5,,,10162,1000479,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Broward College,Fort Lauderdale,FL,2830.0,8952.0,20077.0,Moderately Selective,0.5,,,23799,1000480,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
College of Central Florida,Ocala,FL,2710.0,10517.0,12310.0,Moderately Selective,0.5,,,4717,1000481,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
University of Central Florida,Orlando,FL,6368.0,22467.0,10650.0,Moderately Selective,0.39520000000000005,,,59095,1000482,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Charlotte Technical College,Port Charlotte,FL,3100.0,12100.0,10076.0,Moderately Selective,0.5,,,295,1000483,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Chipola College,Marianna,FL,3120.0,8950.0,832.0,Moderately Selective,0.5,,,1218,1000484,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Lorenzo Walker Technical College,Naples,FL,9748.0,17062.0,12241.0,Moderately Selective,0.5,,,767,1000485,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Daytona State College,Daytona Beach,FL,3106.0,11994.0,7201.0,Moderately Selective,0.5,,,9367,1000486,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Eckerd College,Saint Petersburg,FL,50374.0,50374.0,33011.0,Less Selective,0.7868999999999999,,,1984,1000487,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Florida SouthWestern State College,Fort Myers,FL,3401.0,12979.0,8249.0,Moderately Selective,0.5,,,10613,1000488,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Edward Waters University,Jacksonville,FL,14878.0,14878.0,13580.0,Less Selective,0.8481000000000001,,,1113,1000489,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Embry-Riddle Aeronautical University-Daytona Beach,Daytona Beach,FL,42304.0,42304.0,40289.0,Less Selective,0.6628000000000001,,,7535,1000490,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Florida Agricultural and Mechanical University,Tallahassee,FL,5785.0,17725.0,15847.0,Highly Selective,0.2112,,,7516,1000491,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Florida Atlantic University,Boca Raton,FL,4879.0,17324.0,8001.0,Less Selective,0.7343999999999999,,,23458,1000492,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Florida State College at Jacksonville,Jacksonville,FL,2878.0,9992.0,2760.0,Moderately Selective,0.5,,,17739,1000493,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Flagler College,Saint Augustine,FL,26610.0,26610.0,29951.0,Less Selective,0.7809,,,2404,1000494,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Florida College,Temple Terrace,FL,18920.0,18920.0,22527.0,Less Selective,0.6645,,,589,1000495,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Concorde Career Institute-Jacksonville,Jacksonville,FL,9748.0,17062.0,27104.0,Less Selective,0.9647,,,140,1000496,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Concorde Career Institute-Miramar,Miramar,FL,9748.0,17062.0,25614.0,Less Selective,0.9906,,,137,1000497,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Concorde Career Institute-Tampa,Tampa,FL,9748.0,17062.0,24449.0,Less Selective,0.9854,,,132,1000498,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
AdventHealth University,Orlando,FL,20880.0,20880.0,31885.0,Moderately Selective,0.5,,,1068,1000499,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Florida Institute of Technology,Melbourne,FL,44360.0,44360.0,35300.0,Less Selective,0.6253,,,3235,1000500,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Florida International University,Miami,FL,6565.0,18963.0,9133.0,Moderately Selective,0.5884,,,38761,1000501,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
The College of the Florida Keys,Key West,FL,3279.0,13162.0,13818.0,Moderately Selective,0.5,,,823,1000502,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Florida Memorial University,Miami Gardens,FL,19110.0,19110.0,18675.0,Less Selective,0.7431,,,1299,1000503,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Florida Career College-Miami,Miami,FL,9748.0,17062.0,34275.0,Moderately Selective,0.5,,,130,1000504,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Florida Southern College,Lakeland,FL,42360.0,42360.0,29664.0,Moderately Selective,0.5907,,,2607,1000505,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Florida State University,Tallahassee,FL,5656.0,18786.0,10997.0,Moderately Selective,0.25379999999999997,,,31812,1000506,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
University of Florida,Gainesville,FL,6381.0,28659.0,6351.0,Highly Selective,0.2403,,,34102,1000507,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Full Sail University,Winter Park,FL,26417.0,26417.0,31759.0,Moderately Selective,0.5,,,25195,1000508,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
George Stone Technical College,Pensacola,FL,9748.0,17062.0,9098.0,Moderately Selective,0.5,,,566,1000509,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
George T Baker Aviation Technical College,Miami,FL,9748.0,17062.0,6984.0,Moderately Selective,0.5,,,922,1000510,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Gulf Coast State College,Panama City,FL,2370.0,8635.0,2339.0,Moderately Selective,0.5,,,3614,1000511,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Hillsborough Community College,Tampa,FL,2506.0,9111.0,4929.0,Moderately Selective,0.5,,,19998,1000512,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Hobe Sound Bible College,Hobe Sound,FL,9068.0,9068.0,10888.0,Moderately Selective,0.5,,,125,1000513,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Hollywood Institute of Beauty Careers,Hollywood,FL,9748.0,17062.0,18597.0,Moderately Selective,0.5,,,286,1000514,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Cortiva Institute,St. Petersburg,FL,9748.0,17062.0,26629.0,Moderately Selective,0.5,,,138,1000515,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Indian River State College,Fort Pierce,FL,2764.0,10201.0,5202.0,Moderately Selective,0.5,,,11571,1000516,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
International Academy,South Daytona,FL,9748.0,17062.0,19071.0,Moderately Selective,0.5,,,191,1000517,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Jacksonville University,Jacksonville,FL,46180.0,46180.0,26255.0,Moderately Selective,0.5729,,,2649,1000518,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Keiser University-Ft Lauderdale,Fort Lauderdale,FL,24136.0,24136.0,34439.0,Less Selective,0.9742000000000001,,,17370,1000519,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
La Belle Beauty School,Hialeah,FL,9748.0,17062.0,12731.0,Moderately Selective,0.5,,,239,1000520,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Florida Gateway College,Lake City,FL,3100.0,11747.0,2915.0,Moderately Selective,0.5,,,2231,1000521,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Lake Technical College,Eustis,FL,9748.0,17062.0,14597.0,Moderately Selective,0.5,,,738,1000522,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Lake-Sumter State College,Leesburg,FL,3292.0,13276.0,5742.0,Moderately Selective,0.5,,,3572,1000523,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Fort Myers Technical College,Fort Myers,FL,9748.0,17062.0,14072.0,Moderately Selective,0.5,,,668,1000524,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Lively Technical College,Tallahassee,FL,9748.0,17062.0,7225.0,Moderately Selective,0.5,,,785,1000525,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Lindsey Hopkins Technical College,Miami,FL,9748.0,17062.0,6900.0,Moderately Selective,0.5,,,388,1000526,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Luther Rice College & Seminary,Lithonia,GA,10538.0,10538.0,3935.0,Moderately Selective,0.3429,,,195,1000527,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
State College of Florida-Manatee-Sarasota,Bradenton,FL,3074.0,11595.0,21433.0,Moderately Selective,0.5,,,7161,1000528,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Manatee Technical College,Bradenton,FL,9748.0,17062.0,7591.0,Moderately Selective,0.5,,,1117,1000529,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Traviss Technical College,Lakeland,FL,9748.0,17062.0,,Moderately Selective,0.5,,,336,1000530,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Miami Lakes Educational Center and Technical College,Miami Lakes,FL,9748.0,17062.0,98.0,Moderately Selective,0.5,,,730,1000531,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Miami Dade College,Miami,FL,2838.0,9661.0,5929.0,Moderately Selective,0.5,,,35001,1000532,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
University of Miami,Coral Gables,FL,59926.0,59926.0,36803.0,Highly Selective,0.18510000000000001,,,12570,1000533,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Orange Technical College-South Campus,Orlando,FL,9748.0,17062.0,,Moderately Selective,0.5,,,1157,1000534,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Paul Mitchell the School-Jacksonville,Jacksonville,FL,9748.0,17062.0,21529.0,Moderately Selective,0.5,,,117,1000535,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
North Florida College,Madison,FL,3054.0,11400.0,1799.0,Moderately Selective,0.5,,,817,1000536,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
University of North Florida,Jacksonville,FL,6389.0,20793.0,10353.0,Less Selective,0.6227,,,13915,1000537,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Nova Southeastern University,Fort Lauderdale,FL,37080.0,37080.0,31303.0,Less Selective,0.7267,,,7171,1000538,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Northwest Florida State College,Niceville,FL,3246.0,11625.0,5554.0,Moderately Selective,0.5,,,3193,1000539,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Orange Technical College,Orlando,FL,9748.0,17062.0,7826.0,Moderately Selective,0.5,,,189,1000540,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Palm Beach Atlantic University,West Palm Beach,FL,37990.0,37990.0,32751.0,Less Selective,0.8832,,,2427,1000541,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Palm Beach State College,Lake Worth,FL,3050.0,10910.0,9832.0,Moderately Selective,0.5,,,20532,1000542,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Pasco-Hernando State College,New Port Richey,FL,3155.0,12032.0,5154.0,Moderately Selective,0.5,,,6933,1000543,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Pensacola State College,Pensacola,FL,2348.0,9407.0,2254.0,Moderately Selective,0.5,,,6725,1000544,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Pinellas Technical College-Clearwater,Clearwater,FL,9748.0,17062.0,12103.0,Moderately Selective,0.5,,,730,1000545,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Polk State College,Winter Haven,FL,3366.0,12272.0,9027.0,Moderately Selective,0.5,,,5954,1000546,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Radford M Locklin Technical College,Milton,FL,9748.0,17062.0,5888.0,Moderately Selective,0.5,,,235,1000547,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Ridge Technical College,Winter Haven,FL,3918.0,10398.0,22547.0,Moderately Selective,0.5,,,375,1000548,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Ringling College of Art and Design,Sarasota,FL,55480.0,55480.0,55390.0,Less Selective,0.6737000000000001,,,1719,1000549,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Robert Morgan Educational Center and Technical College,Miami,FL,9748.0,17062.0,12702.0,Moderately Selective,0.5,,,868,1000550,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Rollins College,Winter Park,FL,58300.0,58300.0,33847.0,Moderately Selective,0.4056,,,2582,1000551,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
First Coast Technical College,Saint Augustine,FL,9748.0,17062.0,9538.0,Moderately Selective,0.5,,,369,1000552,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Saint Leo University,Saint Leo,FL,28360.0,28360.0,18467.0,Less Selective,0.721,,,6999,1000553,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
St Petersburg College,St. Petersburg,FL,2682.0,9286.0,-52.0,Moderately Selective,0.5,,,18759,1000554,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Pinellas Technical College-St. Petersburg,Saint Petersburg,FL,9748.0,17062.0,17981.0,Moderately Selective,0.5,,,1421,1000555,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Santa Fe College,Gainesville,FL,2563.0,9189.0,11154.0,Moderately Selective,0.5,,,11133,1000556,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Suncoast Technical College,Sarasota,FL,9748.0,17062.0,17430.0,Moderately Selective,0.5,,,1102,1000557,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Seminole State College of Florida,Sanford,FL,3227.0,11447.0,3119.0,Moderately Selective,0.5,,,11790,1000558,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Sheridan Technical College,Hollywood,FL,9748.0,17062.0,8663.0,Moderately Selective,0.5,,,1245,1000559,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Saint Johns River State College,Palatka,FL,2830.0,10352.0,5808.0,Moderately Selective,0.5,,,3909,1000560,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
South Florida State College,Avon Park,FL,3165.0,11859.0,4443.0,Moderately Selective,0.5,,,2084,1000561,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
University of South Florida,Tampa,FL,6410.0,17324.0,10043.0,Moderately Selective,0.4096,,,36299,1000562,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
St. Thomas University,Miami Gardens,FL,34770.0,34770.0,24275.0,Less Selective,0.9940000000000001,,,1963,1000563,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Stetson University,DeLand,FL,55220.0,55220.0,21318.0,Less Selective,0.8643000000000001,,,2292,1000564,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Southeastern University,Lakeland,FL,31732.0,31732.0,30209.0,Less Selective,0.7429000000000001,,,4646,1000565,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Bene's Career Academy,New Port Richey,FL,9748.0,17062.0,22360.0,Moderately Selective,0.5,,,288,1000566,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Riveroak Technical College,Live Oak,FL,9748.0,17062.0,8836.0,Moderately Selective,0.5,,,241,1000567,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Tallahassee Community College,Tallahassee,FL,2026.0,8062.0,8478.0,Moderately Selective,0.5,,,10357,1000568,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
The University of Tampa,Tampa,FL,33424.0,33424.0,35634.0,Moderately Selective,0.4093,,,10093,1000569,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Big Bend Technical College,Perry,FL,9748.0,17062.0,12558.0,Moderately Selective,0.5,,,160,1000570,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Tom P. Haney Technical College,Panama City,FL,9748.0,17062.0,5182.0,Moderately Selective,0.5,,,432,1000571,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Trinity Baptist College,Jacksonville,FL,14300.0,14300.0,19273.0,Less Selective,0.625,,,363,1000572,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Trinity College of Florida,Trinity,FL,16300.0,16300.0,21283.0,Less Selective,0.963,,,187,1000573,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Valencia College,Orlando,FL,2474.0,9383.0,10399.0,Moderately Selective,0.5,,,35125,1000574,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Warner University,Lake Wales,FL,28160.0,28160.0,21007.0,Moderately Selective,0.4779,,,753,1000575,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Florida Panhandle Technical College,Chipley,FL,9748.0,17062.0,9063.0,Moderately Selective,0.5,,,201,1000576,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Webber International University,Babson Park,FL,32150.0,32150.0,29932.0,Less Selective,0.7756000000000001,,,879,1000577,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
University of West Florida,Pensacola,FL,6360.0,19241.0,8155.0,Moderately Selective,0.5687,,,9042,1000578,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Orange Technical College-West Campus,Winter Garden,FL,9748.0,17062.0,10256.0,Moderately Selective,0.5,,,607,1000579,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
William T McFatter Technical College,Davie,FL,9748.0,17062.0,8919.0,Moderately Selective,0.5,,,617,1000580,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Orange Technical College-East Campus,Winter Park,FL,9748.0,17062.0,22206.0,Moderately Selective,0.5,,,372,1000581,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Withlacoochee Technical College,Inverness,FL,9748.0,17062.0,,Moderately Selective,0.5,,,262,1000582,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Abraham Baldwin Agricultural College,Tifton,GA,3195.0,10101.0,6061.0,Less Selective,0.7716,,,3218,1000583,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Agnes Scott College,Decatur,GA,48150.0,48150.0,24224.0,Less Selective,0.6731,,,898,1000584,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Interactive College of Technology-Chamblee,Chamblee,GA,11330.0,11330.0,13775.0,Moderately Selective,0.5,,,529,1000585,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Albany Technical College,Albany,GA,3196.0,5596.0,4293.0,Moderately Selective,0.5,,,2214,1000586,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Albany State University,Albany,GA,5934.0,16656.0,14251.0,Moderately Selective,0.5,,,5829,1000587,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Andrew College,Cuthbert,GA,19126.0,19126.0,21934.0,Moderately Selective,0.5115,,,287,1000588,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Georgia Career Institute,Conyers,GA,9748.0,17062.0,16052.0,Moderately Selective,0.5,,,586,1000589,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Atlanta Technical College,Atlanta,GA,3164.0,5564.0,-864.0,Moderately Selective,0.5,,,3044,1000590,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Point University,West Point,GA,22300.0,22300.0,20752.0,Less Selective,0.6751,,,2617,1000591,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Atlanta Metropolitan State College,Atlanta,GA,3105.0,9731.0,5090.0,Moderately Selective,0.5,,,1348,1000592,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Atlanta School of Massage,Atlanta,GA,9748.0,17062.0,27774.0,Moderately Selective,0.5,,,319,1000593,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Clark Atlanta University,Atlanta,GA,26446.0,26446.0,35115.0,Less Selective,0.6463,,,3482,1000594,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Augusta Technical College,Augusta,GA,4022.0,7022.0,8509.0,Moderately Selective,0.5,,,3531,1000595,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Berry College,Mount Berry,GA,40416.0,40416.0,21568.0,Less Selective,0.6185,,,2213,1000596,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Beulah Heights University,Atlanta,GA,8492.0,8492.0,5970.0,Moderately Selective,0.5,,,158,1000597,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Brenau University,Gainesville,GA,33275.0,33275.0,20786.0,Less Selective,0.8695999999999999,,,981,1000598,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Brewton-Parker College,Mount Vernon,GA,21696.0,21696.0,21983.0,Less Selective,0.8634999999999999,,,684,1000599,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
College of Coastal Georgia,Brunswick,GA,3483.0,10389.0,12905.0,Less Selective,0.9851000000000001,,,2794,1000600,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
West Georgia Technical College,Waco,GA,3122.0,5522.0,2050.0,Moderately Selective,0.5,,,4811,1000601,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Clayton  State University,Morrow,GA,5068.0,15790.0,10145.0,Less Selective,0.7059000000000001,,,4390,1000602,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Columbus Technical College,Columbus,GA,3042.0,5442.0,4959.0,Moderately Selective,0.5,,,2668,1000603,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Columbus State University,Columbus,GA,5751.0,16805.0,11889.0,Less Selective,0.9924,,,5537,1000604,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Georgia Northwestern Technical College,Rome,GA,3132.0,5532.0,1432.0,Moderately Selective,0.5,,,4080,1000605,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Covenant College,Lookout Mountain,GA,40464.0,40464.0,24832.0,Less Selective,0.8176000000000001,,,858,1000606,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Dalton State College,Dalton,GA,3283.0,10189.0,4694.0,Moderately Selective,0.5,,,4419,1000607,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
South University-Savannah,Savannah,GA,18238.0,18238.0,24116.0,Moderately Selective,0.5,,,246,1000608,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
East Georgia State College,Swainsboro,GA,2736.0,9088.0,9380.0,Moderately Selective,0.5,,,1368,1000609,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Emmanuel University,Franklin Springs,GA,23664.0,23664.0,19297.0,Moderately Selective,0.5336,,,719,1000610,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Emory University,Atlanta,GA,60774.0,60774.0,23911.0,Highly Selective,0.111,,,7275,1000611,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Georgia Highlands College,Rome,GA,2944.0,9296.0,6588.0,Moderately Selective,0.5,,,4441,1000612,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Fort Valley State University,Fort Valley,GA,5392.0,16114.0,11609.0,Less Selective,0.628,,,2541,1000613,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Georgia Institute of Technology-Main Campus,Atlanta,GA,11764.0,32876.0,13289.0,Highly Selective,0.1646,,,18260,1000614,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Georgia Southwestern State University,Americus,GA,4980.0,15702.0,12052.0,Less Selective,0.7716,,,2291,1000615,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Georgia College & State University,Milledgeville,GA,8998.0,28178.0,18809.0,Less Selective,0.8776999999999999,,,5599,1000616,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Georgia Southern University,Statesboro,GA,5905.0,16959.0,16531.0,Less Selective,0.8963,,,21029,1000617,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Georgia State University,Atlanta,GA,8478.0,23709.0,15931.0,Less Selective,0.6228,,,27109,1000618,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
University of Georgia,Athens,GA,11180.0,30220.0,13816.0,Moderately Selective,0.37200000000000005,,,31310,1000619,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Gordon State College,Barnesville,GA,3475.0,10381.0,8918.0,Less Selective,0.8678,,,2605,1000620,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Southern Crescent Technical College,Griffin,GA,3126.0,5526.0,4652.0,Moderately Selective,0.5,,,4035,1000621,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Gupton Jones College of Funeral Service,Decatur,GA,21000.0,21000.0,21563.0,Moderately Selective,0.5,,,451,1000622,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Gwinnett College-Lilburn,Lilburn,GA,10850.0,10850.0,27010.0,Moderately Selective,0.5,,,132,1000623,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Gwinnett Technical College,Lawrenceville,GA,3356.0,5756.0,12599.0,Moderately Selective,0.5,,,7395,1000624,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
LaGrange College,Lagrange,GA,34540.0,34540.0,17805.0,Less Selective,0.6321,,,566,1000625,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Lanier Technical College,Gainesville,GA,3716.0,6716.0,5613.0,Moderately Selective,0.5,,,4147,1000626,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Life University,Marietta,GA,15036.0,15036.0,30257.0,Less Selective,0.9381,,,869,1000627,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Chattahoochee Technical College,Marietta,GA,3252.0,5652.0,4546.0,Moderately Selective,0.5,,,7555,1000628,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Mercer University,Macon,GA,40890.0,40890.0,22350.0,Less Selective,0.6646,,,4620,1000629,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Morehouse College,Atlanta,GA,31725.0,31725.0,35949.0,Moderately Selective,0.5139,,,2736,1000630,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Morris Brown College,Atlanta,GA,9558.0,9558.0,18898.0,Moderately Selective,0.5,,,338,1000631,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
North Georgia Technical College,Clarkesville,GA,3162.0,5562.0,4361.0,Moderately Selective,0.5,,,1966,1000632,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Oglethorpe University,Atlanta,GA,45806.0,45806.0,21735.0,Less Selective,0.6006,,,1429,1000633,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
