name,city,state,tuition_in_state_usd,tuition_out_of_state_usd,avg_net_price_usd,selectivity_tier,acceptance_rate,accepted_per_year,applicants_total,student_body_size,unitid,data_completeness,gpa_average,test_policy,financial_aid_policy,control,major_1,major_2,major_3
Campbellsville University,Campbellsville,KY,26990.0,26990.0,18246.0,Less Selective,0.9833,,,2641,1000956,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Bluegrass Community and Technical College,Lexington,KY,4706.0,6242.0,5920.0,Moderately Selective,0.5,,,7713,1000957,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Centre College,Danville,KY,50550.0,50550.0,21497.0,Moderately Selective,0.5434,,,1346,1000958,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Clear Creek Baptist Bible College,Pineville,KY,10120.0,10120.0,10255.0,Moderately Selective,0.5,,,132,1000959,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Paul Mitchell the School-Lexington,Lexington,KY,9748.0,17062.0,22869.0,Moderately Selective,0.5,,,204,1000960,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Galen College of Nursing-Louisville,Louisville,KY,9748.0,17062.0,,Moderately Selective,0.5,,,4184,1000961,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
University of the Cumberlands,Williamsburg,KY,9875.0,9875.0,11286.0,Less Selective,0.7139,,,5468,1000962,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Eastern Kentucky University,Richmond,KY,10130.0,20820.0,9962.0,Less Selective,0.7809,,,11674,1000963,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Elizabethtown Community and Technical College,Elizabethtown,KY,4656.0,6192.0,5594.0,Moderately Selective,0.5,,,3775,1000964,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Georgetown College,Georgetown,KY,42010.0,42010.0,13485.0,Less Selective,0.7387999999999999,,,1180,1000965,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Hazard Community and Technical College,Hazard,KY,4656.0,6192.0,3376.0,Moderately Selective,0.5,,,1404,1000966,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Paul Mitchell the School-Louisville,Louisville,KY,9748.0,17062.0,26643.0,Moderately Selective,0.5,,,219,1000967,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Henderson Community College,Henderson,KY,4656.0,6192.0,5063.0,Moderately Selective,0.5,,,876,1000968,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Hopkinsville Community College,Hopkinsville,KY,4656.0,6192.0,3939.0,Moderately Selective,0.5,,,1498,1000969,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Jefferson Community and Technical College,Louisville,KY,4706.0,6242.0,6058.0,Moderately Selective,0.5,,,7105,1000970,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Summit Salon Academy-Lexington,Lexington,KY,9748.0,17062.0,13809.0,Moderately Selective,0.5,,,123,1000971,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
American National University-Pikeville,Pikeville,KY,11484.0,11484.0,16238.0,Moderately Selective,0.5,,,229,1000972,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Kentucky State University,Frankfort,KY,9214.0,13260.0,8900.0,Less Selective,0.9255,,,1317,1000973,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Kentucky Wesleyan College,Owensboro,KY,33393.0,33393.0,36431.0,Less Selective,0.67,,,794,1000974,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
University of Kentucky,Lexington,KY,13212.0,33406.0,17218.0,Less Selective,0.9238,,,23189,1000975,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Kentucky Christian University,Grayson,KY,25000.0,25000.0,22139.0,Less Selective,0.6238,,,438,1000976,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Lindsey Wilson College,Columbia,KY,27274.0,27274.0,13811.0,Moderately Selective,0.5,,,1649,1000977,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
University of Louisville,Louisville,KY,12828.0,29174.0,17634.0,Less Selective,0.8054000000000001,,,14187,1000978,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Madisonville Community College,Madisonville,KY,4656.0,6192.0,5782.0,Moderately Selective,0.5,,,1797,1000979,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Maysville Community and Technical College,Maysville,KY,4656.0,6192.0,5577.0,Moderately Selective,0.5,,,2207,1000980,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Midway University,Midway,KY,26080.0,26080.0,23863.0,Less Selective,0.9518000000000001,,,1250,1000981,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Morehead State University,Morehead,KY,9838.0,14706.0,10089.0,Less Selective,0.8212,,,4689,1000982,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Murray State University,Murray,KY,9708.0,19452.0,9121.0,Less Selective,0.8617,,,6646,1000983,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Gateway Community and Technical College,Florence,KY,4656.0,6192.0,5897.0,Moderately Selective,0.5,,,2824,1000984,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Northern Kentucky University,Highland Heights,KY,10896.0,21480.0,7168.0,Less Selective,0.9603,,,8065,1000985,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
West Kentucky Community and Technical College,Paducah,KY,4656.0,6192.0,5023.0,Moderately Selective,0.5,,,2810,1000986,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
University of Pikeville,Pikeville,KY,24150.0,24150.0,13591.0,Moderately Selective,0.5,,,1140,1000987,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Big Sandy Community and Technical College,Prestonsburg,KY,4656.0,6192.0,4530.0,Moderately Selective,0.5,,,1590,1000988,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Somerset Community College,Somerset,KY,4656.0,6192.0,3913.0,Moderately Selective,0.5,,,3899,1000989,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Southeast Kentucky Community & Technical College,Cumberland,KY,4656.0,6192.0,3537.0,Moderately Selective,0.5,,,1680,1000990,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
The Southern Baptist Theological Seminary,Louisville,KY,13086.0,13086.0,,Less Selective,0.9689,,,844,1000991,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Spalding University,Louisville,KY,27850.0,27850.0,24264.0,Less Selective,0.9864,,,597,1000992,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Sullivan University,Louisville,KY,14220.0,14220.0,25785.0,Moderately Selective,0.5,,,2498,1000993,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Thomas More University,Crestview Hills,KY,38400.0,38400.0,20701.0,Less Selective,0.9703,,,1305,1000994,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Transylvania University,Lexington,KY,44980.0,44980.0,23560.0,Less Selective,0.8499,,,1014,1000995,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Union College,Barbourville,KY,30946.0,30946.0,23906.0,Moderately Selective,0.5504,,,736,1000996,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Western Kentucky University,Bowling Green,KY,11436.0,27000.0,10916.0,Less Selective,0.9704999999999999,,,12267,1000997,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Central Louisiana Technical Community College,Alexandria,LA,4099.0,4099.0,5497.0,Moderately Selective,0.5,,,1100,1000998,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Ayers Career College,Shreveport,LA,9748.0,17062.0,17824.0,Moderately Selective,0.5,,,213,1000999,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Harvard University,Cambridge,MA,55587.0,55587.0,38910.899999999994,Elite,0.034,,,,2081252,1.0,3.9,Required,Need-blind,Private,Business,Engineering,Biology
Stanford University,Stanford,CA,56169.0,56169.0,39318.299999999996,Elite,0.034,,,,2020582,1.0,3.9,Required,Need-blind,Private,Business,Engineering,Biology
Massachusetts Institute of Technology,Cambridge,MA,55878.0,55878.0,39114.6,Elite,0.041,,,,2054622,1.0,3.9,Required,Need-blind,Private,Business,Engineering,Biology
Princeton University,Princeton,NJ,56010.0,56010.0,39207.0,Elite,0.044,,,,2077154,1.0,3.9,Required,Need-blind,Private,Business,Engineering,Biology
Columbia University,New York,NY,63530.0,63530.0,44471.0,Elite,0.041,,,,2093939,1.0,3.9,Required,Need-blind,Private,Business,Engineering,Biology
University of Pennsylvania,Philadelphia,PA,61710.0,61710.0,43197.0,Elite,0.059,,,,2015521,1.0,3.9,Required,Need-blind,Private,Business,Engineering,Biology
Dartmouth College,Hanover,NH,60870.0,60870.0,42609.0,Elite,0.062,,,,2052078,1.0,3.9,Required,Need-blind,Private,Business,Engineering,Biology
Cornell University,Ithaca,NY,61015.0,61015.0,42710.5,Elite,0.087,,,,2038209,1.0,3.9,Required,Need-blind,Private,Business,Engineering,Biology
Duke University,Durham,NC,60244.0,60244.0,42170.799999999996,Elite,0.059,,,,2052682,1.0,3.9,Required,Need-blind,Private,Business,Engineering,Biology
Vanderbilt University,Nashville,TN,60920.0,60920.0,42644.0,Elite,0.071,,,,2064812,1.0,3.9,Required,Need-blind,Private,Business,Engineering,Biology
Rice University,Houston,TX,52895.0,52895.0,37026.5,Elite,0.095,,,,2025423,1.0,3.9,Required,Need-blind,Private,Business,Engineering,Biology
Carnegie Mellon University,Pittsburgh,PA,61030.0,61030.0,42721.0,Highly Selective,0.135,,,,2073268,1.0,3.9,Required,Need-blind,Private,Business,Engineering,Biology
New York University,New York,NY,56500.0,56500.0,39550.0,Highly Selective,0.13,,,,2014734,1.0,3.9,Required,Need-blind,Private,Business,Engineering,Biology
